Workclass,Education,Marital_Status,Relationship
 Self-emp-not-inc, 11th, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Divorced, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Divorced, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Divorced, Not-in-family
 Self-emp-not-inc, Bachelors, Divorced, Not-in-family
 Self-emp-not-inc, Bachelors, Never-married, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Married-civ-spouse, Wife
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, 12th, Married-civ-spouse, Wife
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Never-married, Not-in-family
 Self-emp-not-inc, Some-college, Divorced, Unmarried
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Wife
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Divorced, Not-in-family
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Widowed, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, 11th, Never-married, Own-child
 Self-emp-not-inc, HS-grad, Divorced, Own-child
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Separated, Not-in-family
 Self-emp-not-inc, Bachelors, Never-married, Own-child
 Self-emp-not-inc, Some-college, Divorced, Not-in-family
 Self-emp-not-inc, 5th-6th, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Assoc-voc, Widowed, Not-in-family
 Self-emp-not-inc, Some-college, Never-married, Not-in-family
 Self-emp-not-inc, Bachelors, Divorced, Unmarried
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Divorced, Not-in-family
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Assoc-acdm, Divorced, Unmarried
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Divorced, Unmarried
 Self-emp-not-inc, HS-grad, Divorced, Not-in-family
 Self-emp-not-inc, Assoc-voc, Never-married, Own-child
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Never-married, Not-in-family
 Self-emp-not-inc, HS-grad, Widowed, Not-in-family
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband
 Self-emp-not-inc, 10th, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Widowed, Not-in-family
 Self-emp-not-inc, HS-grad, Divorced, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Divorced, Unmarried
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, 5th-6th, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Wife
 Self-emp-not-inc, Masters, Never-married, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Husband
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Divorced, Not-in-family
 Self-emp-not-inc, Some-college, Married-civ-spouse, Wife
 Self-emp-not-inc, 10th, Married-civ-spouse, Husband
 Self-emp-not-inc, 7th-8th, Divorced, Not-in-family
 Self-emp-not-inc, HS-grad, Never-married, Other-relative
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Never-married, Own-child
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Wife
 Self-emp-not-inc, Masters, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, 11th, Married-civ-spouse, Husband
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Never-married, Not-in-family
 Self-emp-not-inc, Masters, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Separated, Not-in-family
 Self-emp-not-inc, HS-grad, Widowed, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Never-married, Not-in-family
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Divorced, Not-in-family
 Self-emp-not-inc, Masters, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Divorced, Not-in-family
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Wife
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Husband
 Self-emp-not-inc, 9th, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Wife
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Wife
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Assoc-acdm, Separated, Not-in-family
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Never-married, Not-in-family
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Wife
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, 9th, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Wife
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Divorced, Not-in-family
 Self-emp-not-inc, Some-college, Never-married, Unmarried
 Self-emp-not-inc, Prof-school, Divorced, Not-in-family
 Self-emp-not-inc, 11th, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Divorced, Not-in-family
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Never-married, Not-in-family
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Never-married, Own-child
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Never-married, Not-in-family
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, 11th, Never-married, Own-child
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Divorced, Not-in-family
 Self-emp-not-inc, HS-grad, Never-married, Not-in-family
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Divorced, Unmarried
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Never-married, Own-child
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Divorced, Not-in-family
 Self-emp-not-inc, 10th, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, 9th, Divorced, Not-in-family
 Self-emp-not-inc, Some-college, Married-civ-spouse, Wife
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Divorced, Unmarried
 Self-emp-not-inc, 11th, Never-married, Own-child
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband
 Self-emp-not-inc, 7th-8th, Never-married, Unmarried
 Self-emp-not-inc, Prof-school, Divorced, Not-in-family
 Self-emp-not-inc, Assoc-voc, Never-married, Own-child
 Self-emp-not-inc, Assoc-voc, Divorced, Unmarried
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Never-married, Not-in-family
 Self-emp-not-inc, Some-college, Divorced, Not-in-family
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-relative
 Self-emp-not-inc, HS-grad, Never-married, Own-child
 Self-emp-not-inc, 10th, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Divorced, Unmarried
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, 5th-6th, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, 11th, Married-civ-spouse, Husband
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Never-married, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Widowed, Not-in-family
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Divorced, Unmarried
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Widowed, Other-relative
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Wife
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Never-married, Unmarried
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Widowed, Other-relative
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Divorced, Not-in-family
 Self-emp-not-inc, Bachelors, Never-married, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Never-married, Not-in-family
 Self-emp-not-inc, Some-college, Separated, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Never-married, Own-child
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Husband
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Divorced, Own-child
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Never-married, Not-in-family
 Self-emp-not-inc, 12th, Never-married, Own-child
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Never-married, Not-in-family
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Husband
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Divorced, Not-in-family
 Self-emp-not-inc, Doctorate, Never-married, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Divorced, Other-relative
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Never-married, Own-child
 Self-emp-not-inc, Prof-school, Divorced, Unmarried
 Self-emp-not-inc, Assoc-voc, Never-married, Other-relative
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Divorced, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Wife
 Self-emp-not-inc, Assoc-voc, Divorced, Unmarried
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Separated, Unmarried
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Widowed, Not-in-family
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Divorced, Not-in-family
 Self-emp-not-inc, 10th, Divorced, Not-in-family
 Self-emp-not-inc, Bachelors, Divorced, Not-in-family
 Self-emp-not-inc, Assoc-voc, Never-married, Unmarried
 Self-emp-not-inc, 10th, Married-civ-spouse, Wife
 Self-emp-not-inc, HS-grad, Never-married, Own-child
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Wife
 Self-emp-not-inc, 10th, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Wife
 Self-emp-not-inc, Some-college, Divorced, Unmarried
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Husband
 Self-emp-not-inc, 11th, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Divorced, Not-in-family
 Self-emp-not-inc, 10th, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Wife
 Self-emp-not-inc, Doctorate, Never-married, Not-in-family
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Divorced, Own-child
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Divorced, Not-in-family
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, 10th, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Widowed, Not-in-family
 Self-emp-not-inc, HS-grad, Divorced, Not-in-family
 Self-emp-not-inc, Bachelors, Married-AF-spouse, Husband
 Self-emp-not-inc, Bachelors, Never-married, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Never-married, Own-child
 Self-emp-not-inc, Some-college, Divorced, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Divorced, Unmarried
 Self-emp-not-inc, HS-grad, Separated, Unmarried
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Never-married, Not-in-family
 Self-emp-not-inc, Some-college, Never-married, Not-in-family
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Never-married, Not-in-family
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Never-married, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Never-married, Own-child
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, 11th, Married-civ-spouse, Wife
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, 11th, Never-married, Own-child
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Divorced, Not-in-family
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Husband
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Separated, Unmarried
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Married-civ-spouse, Husband
 Self-emp-not-inc, 5th-6th, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Never-married, Own-child
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Never-married, Not-in-family
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Divorced, Not-in-family
 Self-emp-not-inc, 7th-8th, Never-married, Not-in-family
 Self-emp-not-inc, Assoc-acdm, Never-married, Not-in-family
 Self-emp-not-inc, Assoc-voc, Divorced, Not-in-family
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Never-married, Unmarried
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Divorced, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Wife
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Never-married, Not-in-family
 Self-emp-not-inc, HS-grad, Divorced, Other-relative
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Divorced, Not-in-family
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Widowed, Unmarried
 Self-emp-not-inc, Some-college, Divorced, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-spouse-absent, Unmarried
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Divorced, Not-in-family
 Self-emp-not-inc, Some-college, Widowed, Not-in-family
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, 7th-8th, Never-married, Not-in-family
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Wife
 Self-emp-not-inc, Masters, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Never-married, Not-in-family
 Self-emp-not-inc, HS-grad, Never-married, Own-child
 Self-emp-not-inc, Bachelors, Divorced, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, 12th, Married-civ-spouse, Husband
 Self-emp-not-inc, 9th, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Never-married, Not-in-family
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Never-married, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Never-married, Not-in-family
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Never-married, Unmarried
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Married-civ-spouse, Husband
 Self-emp-not-inc, Some-college, Never-married, Own-child
 Self-emp-not-inc, 7th-8th, Widowed, Unmarried
 Self-emp-not-inc, 10th, Divorced, Not-in-family
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband
 Self-emp-not-inc, Masters, Never-married, Not-in-family
 Self-emp-not-inc, HS-grad, Separated, Unmarried
 Self-emp-not-inc, 11th, Separated, Unmarried
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Husband
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Husband
 Self-emp-not-inc, Bachelors, Widowed, Unmarried
 Self-emp-not-inc, 9th, Married-civ-spouse, Husband
 Self-emp-not-inc, HS-grad, Separated, Unmarried
